Temperature (C),Humidity (%),Acceleration X,Acceleration Y,Acceleration Z,Gyroscope X,Gyroscope Y,Gyroscope Z,Mag X,Mag Y,Mag Z,Distance (cm)
26.6,68.1,88,-3168,-15960,-69,169,-340,-30,-85,-291,2.32
26.6,68,-120,-2960,-16008,-296,415,-453,-31,-88,-292,2.31
26.6,68.1,-104,-3112,-16008,340,-308,595,-25,-90,-293,2.32
26.6,68.1,-144,-3144,-15984,504,-201,569,-27,-81,-287,2.32
26.6,68,-232,-2960,-15976,-110,132,281,-33,-97,-296,2.31
26.6,68.1,-216,-2992,-16008,203,-98,187,-31,-86,-290,2.32
26.6,68.1,-176,-3016,-15960,21,-157,99,-34,-93,-299,2.32
26.6,68,-144,-3080,-15888,-15,432,49,-29,-93,-292,2.32
26.6,67.9,-392,-3064,-15928,-166,-106,-657,-34,-86,-297,2.32
26.6,67.9,8,-3112,-15888,208,-76,75,-29,-81,-301,2.33
26.6,68,-224,-3112,-16144,-211,67,-270,-15,-98,-294,2.32
26.6,68,64,-3088,-16008,-341,71,-382,-14,-99,-286,2.32
26.6,68,-160,-2872,-16064,-137,71,-324,-21,-97,-291,2.31
26.6,68.1,-80,-3256,-16064,1,-17,-280,-24,-96,-297,2.32
26.6,68.1,-280,-3008,-15896,-226,104,73,-18,-97,-284,2.32
26.6,68.1,-32,-2992,-15856,-104,-130,16,-12,-98,-283,2.32
26.6,68.1,-112,-2912,-15848,-322,54,-375,-25,-92,-291,2.32
26.6,68,-152,-2936,-15920,101,90,-233,-18,-104,-277,2.31
26.6,68.1,-144,-2896,-16224,247,-337,255,-14,-92,-286,2.32
26.6,68,-200,-3104,-16064,-84,26,-178,-31,-103,-290,2.32
26.6,68.1,-368,-3104,-16008,314,-31,64,-15,-95,-291,2.31
26.6,68.1,-256,-2928,-15064,-133,-166,-13,-12,-96,-280,2.32
26.6,68.1,-256,-2936,-15744,-284,267,85,-51,-90,-252,2.32
26.6,68,-104,-3144,-15936,393,-58,78,-70,-36,-289,2.32
26.6,67.9,-88,-2952,-15912,55,-289,148,-53,25,-297,2.32
26.6,67.8,-48,-3208,-16008,-12,411,-541,9,-58,-335,2.31
26.6,67.7,8,-2976,-16016,-144,69,-529,-71,-145,-343,2.31
26.6,67.5,-120,-2904,-15936,-126,543,-233,-54,-109,-252,2.32
26.6,67.4,-280,-3080,-16840,259,-209,496,-9,-48,-247,2.32
26.6,67.3,-40,-3248,-16024,-226,115,-159,-2,-36,-224,2.31
26.7,67,-200,-3080,-16000,-93,-61,-554,-2,-19,-226,2.32
26.6,66.7,-48,-3088,-15984,286,194,-279,-10,-25,-218,2.32
26.6,66.5,-280,-3080,-16000,146,28,326,-7,-26,-217,2.31
26.7,66.4,-120,-3064,-16160,15,-300,180,-3,-28,-223,2.32
26.6,66.2,-16,-3184,-16472,-88,433,-575,2,-29,-228,2.31
26.6,66.1,-240,-3160,-16224,-145,37,161,-58,-87,-233,2.32
26.7,66,-48,-3168,-16312,-182,-214,121,-50,-142,-283,2.33
26.7,65.9,-64,-3008,-15784,-383,329,-470,-33,-99,-353,2.31
26.7,65.8,-272,-2888,-15136,-209,-58,174,-2,-19,-319,2.32
26.6,65.7,-72,-3080,-16008,-181,-7,-237,-2,-2,-302,2.32
26.7,65.6,-160,-2936,-16008,-42,66,261,-8,-13,-311,2.31
26.7,65.6,-152,-3016,-16144,-163,-42,57,-4,-19,-296,2.32
26.7,65.6,-160,-3136,-16016,-115,258,-296,-5,-23,-290,2.31
26.7,65.4,-376,-2976,-16032,157,-205,115,-15,-18,-297,2.32
26.7,65.5,-208,-3000,-16200,-122,76,-200,-1,-6,-304,2.32
26.7,65.4,-328,-3152,-16352,117,-388,-223,-2,-14,-300,2.31
26.7,65.4,-168,-2984,-15904,274,16,-5,8,-10,-304,2.32
26.7,65.4,-272,-2880,-15976,155,-64,-66,2,-12,-298,2.32
26.7,65.4,-152,-3192,-15776,267,-59,151,4,-17,-305,2.32
26.7,65.3,-136,-3040,-16104,52,-336,235,-5,-6,-306,2.32
26.7,65.3,-216,-3240,-15912,347,243,500,0,-7,-298,2.32
26.7,65.3,-176,-3104,-15872,-286,-42,-96,-4,-19,-289,2.32
26.7,65.3,-72,-2976,-15872,-4,-214,5,-3,-18,-301,2.32
26.7,65.3,-136,-2952,-15968,-452,-56,-225,-2,-14,-300,2.32
26.7,65.3,-296,-3000,-15976,106,-117,-175,-7,-12,-307,2.32
26.7,65.3,-320,-3192,-16064,-25,-335,468,-11,-7,-300,2.33
26.7,65.3,-208,-3232,-15904,370,-400,-92,-1,-13,-294,2.31
26.7,65.3,-120,-3024,-15984,-147,-13,-352,-15,-8,-301,2.33
26.7,65.2,-272,-3200,-16080,37,52,276,-4,-2,-302,2.32
26.7,65.2,-112,-3224,-16048,-117,-139,234,0,-9,-298,2.32
26.7,65.2,-176,-3152,-15944,-58,-261,176,-4,-19,-298,2.33
26.7,65.3,-160,-2984,-16088,-25,174,-529,0,-14,-307,2.32
26.7,65.2,-48,-3072,-16008,-233,-227,-76,-15,-13,-306,2.31
26.7,65.2,-176,-3080,-16536,530,-155,-109,-1,-3,-306,2.31
26.7,65.2,-416,-3432,-16096,351,-29,9,-70,-19,-275,2.32
26.7,65.2,-256,-2912,-14984,296,-216,-239,-56,-43,-277,2.32
26.7,65.3,-400,-3080,-15808,-153,126,-300,-64,-45,-271,2.32
26.7,65.3,-224,-3152,-15944,-243,192,-263,-55,-40,-269,2.32
26.7,65.3,-40,-3120,-16104,-96,179,-24,-70,-51,-272,2.33
26.7,65.3,-224,-3064,-16080,240,11,74,-68,-48,-261,2.33
26.7,65.2,-88,-2904,-16160,226,-87,-98,-68,-46,-261,2.32
26.7,65.2,-64,-3120,-15600,303,-174,283,-69,-40,-267,2.31
26.7,65.1,-144,-2976,-15168,-481,115,-517,-69,-37,-269,2.33
26.7,65.2,-112,-3056,-16080,319,-28,516,-87,-36,-296,2.32
26.7,65.2,-40,-3024,-16952,-39,403,-385,-7,-12,-300,2.32
26.7,65.2,-296,-2944,-15856,-63,-251,142,-3,-13,-306,2.32
26.7,65.2,16,-2928,-16160,65,-209,-214,-8,-23,-301,2.32
26.7,65.2,-240,-3152,-15888,-266,231,-686,-17,-20,-297,2.32
26.7,65.2,-200,-3072,-15880,61,88,-50,-11,-19,-300,2.32
26.7,65.1,-168,-2912,-16000,-294,400,108,-14,-21,-293,2.32
26.7,65.1,-104,-2752,-16008,-296,-140,-114,4,-7,-314,2.31
26.7,65.1,-128,-3056,-16232,93,170,14,-1,-13,-294,2.33
26.7,65.2,-24,-3136,-15864,-269,236,40,-9,-17,-305,2.32
26.7,65.1,-96,-3024,-16000,-343,34,-519,2,-17,-298,2.29
26.7,65.1,-184,-3152,-15944,94,-305,63,2,-12,-296,2.32
26.7,65.1,-72,-3208,-16208,-263,354,-231,2,-14,-307,2.32
26.7,65.2,-360,-3048,-15896,-114,284,-423,3,-10,-308,2.32
26.7,65.2,-240,-3008,-16096,74,-376,312,-12,-15,-299,2.31
26.7,65.2,-192,-3072,-15816,275,-408,423,-5,-10,-297,2.32
26.6,65.2,-192,-3232,-15888,-88,-193,157,-1,-18,-297,2.32
26.7,65.2,-16,-3104,-15864,-219,175,-45,-3,-15,-308,2.32
26.6,65.2,160,-3032,-15984,-124,-49,50,2,-12,-302,2.31
26.6,65.2,-128,-2976,-15928,175,-243,212,-2,-9,-305,2.32
26.7,65.2,-64,-2928,-16040,29,322,-162,-9,-19,-300,2.32
26.6,65.3,-264,-3016,-15984,37,-273,-187,-2,-14,-312,2.32
26.6,65.2,-216,-3072,-15968,189,-127,132,-1,-6,-301,2.31
26.6,65.2,-56,-3040,-16008,19,-69,135,-4,-12,-300,2.32
26.6,65.2,-56,-3016,-15928,-243,170,103,-7,-12,-300,2.32
26.7,65.2,-136,-2968,-16096,128,-339,26,-5,-15,-299,2.32
26.6,65.2,-136,-3152,-16120,-461,90,-353,0,-12,-304,2.32
26.6,65.2,-152,-3080,-15816,472,-163,45,5,-15,-311,2.32
26.6,65.2,-336,-3112,-15944,193,-231,92,-255,-21,-302,2.32
26.6,65.2,-176,-2952,-16056,-382,117,-429,-5,-6,-299,2.32
26.6,65.2,-248,-3032,-16104,-130,258,-275,-2,-14,-298,2.32
26.6,65.2,-312,-3216,-16168,-289,-121,92,-3,-20,-294,2.32
26.6,65.2,-144,-2920,-15928,-15,-237,139,0,-12,-305,2.31
26.6,65.2,-168,-2864,-15928,-174,181,-327,-3,-25,-297,2.31
26.6,65.2,-264,-3088,-16024,224,-39,353,-7,-21,-307,2.32
26.6,65.2,-216,-3016,-16016,-212,271,34,0,-12,-307,2.32
26.6,65.3,8,-3176,-15824,-13,-286,-98,-1,-3,-294,2.32
26.6,65.2,104,-3248,-15904,-129,-65,-167,-1,-6,-301,2.32
26.6,65.3,-176,-3112,-16176,121,161,60,-1,-13,-304,2.32
26.6,65.3,-128,-3024,-15960,16,276,-487,-1,-15,-301,2.32
26.6,65.4,-320,-3024,-15920,-162,235,289,2,-2,-300,2.32
26.6,65.5,-240,-3224,-15944,-291,218,-309,4,-12,-305,2.31
26.6,65.4,-128,-2992,-16288,-345,-22,-144,-3,-23,-299,2.32
26.6,65.5,-152,-3152,-15968,194,-4,-227,-2,-21,-302,2.31
26.6,65.5,-232,-3024,-15928,-306,-59,-199,-7,-9,-307,2.31
26.6,65.5,-168,-3104,-16160,74,-214,164,0,-7,-300,2.31
26.6,65.5,32,-3136,-15984,44,-62,-141,-10,-15,-299,2.32
26.6,65.5,-104,-2976,-15896,334,-161,-116,-5,-8,-306,2.32
26.6,65.6,-208,-3040,-16144,152,-63,299,5,-13,-297,2.33
26.6,65.6,-168,-2896,-15944,130,26,200,-4,-14,-307,2.32
26.6,65.6,-288,-3168,-15832,134,-284,221,-1,-6,-294,2.31
26.6,65.7,-240,-2952,-15968,-194,169,-8,5,-15,-294,2.32
26.6,65.7,-264,-3064,-15888,-194,336,61,5,-20,-301,2.32
26.6,65.7,-104,-3024,-16144,-331,-34,-694,1,-8,-308,2.32
26.6,65.7,-440,-3168,-15992,-170,221,-146,0,-21,-293,2.32
26.6,65.8,-208,-3128,-15896,53,-35,101,-7,-21,-296,2.32
26.6,65.8,-104,-3064,-15984,-450,316,-281,-3,-18,-297,2.33
26.6,65.8,-384,-3112,-15936,-101,-303,-166,-1,-13,-304,2.32
26.6,65.7,-120,-3064,-16048,-30,82,-159,-4,-17,-300,2.31
26.6,65.7,-88,-2896,-15880,31,-39,226,4,-29,-298,2.32
26.6,65.7,-72,-3008,-16024,-284,139,131,-3,-8,-301,2.33
26.6,65.7,-80,-3152,-16008,15,-63,164,2,-17,-302,2.32
26.6,65.7,-120,-3088,-16128,-214,196,-83,0,-21,-309,2.31
26.6,65.6,-160,-3016,-16008,335,5,495,-1,-18,-304,2.32
26.6,65.5,-56,-3272,-15968,-500,9,-501,-1,-8,-304,2.32
26.6,65.5,-120,-3088,-16088,-74,23,-397,-14,-19,-300,2.31
26.6,65.6,-176,-3312,-16104,181,-300,290,-4,-17,-298,2.31
26.6,65.6,-24,-2960,-16032,202,182,249,-3,-18,-294,2.31
26.6,65.5,-224,-3104,-15968,-640,195,-102,-9,-17,-302,2.32
26.6,65.5,-296,-3208,-15920,56,-157,479,2,-19,-305,2.31
26.6,65.6,-176,-3232,-15936,191,41,-32,-7,-17,-305,2.31
26.6,65.6,-224,-2992,-15744,-435,358,93,5,-13,-301,2.31
26.6,65.6,-216,-2976,-15976,185,-327,481,5,-15,-308,2.32
26.6,65.6,-400,-3032,-16048,116,-145,48,8,-20,-297,2.32
26.6,65.6,-184,-3160,-15960,-23,117,-11,0,-4,-300,2.31
26.6,65.6,-192,-2984,-16112,-263,30,-413,1,-10,-306,2.32
26.6,65.7,-168,-3088,-16144,-411,-109,-872,3,-15,-292,2.32
26.6,65.6,-208,-3240,-16040,-135,91,-326,-1,-15,-297,2.31
26.6,65.6,-360,-3016,-15896,53,-95,-339,-4,-12,-305,2.32
26.6,65.5,-32,-3080,-15952,-159,-3,-252,-4,-9,-305,2.32
26.6,65.5,-168,-2920,-16096,104,-166,-15,-11,-4,-302,2.32
26.6,65.4,-192,-3056,-15944,24,-31,-146,-1,-10,-299,2.32
26.6,65.4,-168,-3024,-15904,-107,32,245,-11,-7,-302,2.32
26.6,65.4,-184,-3248,-15976,14,-421,-247,8,-13,-301,2.32
26.6,65.3,-264,-3080,-16088,-297,193,-177,5,-10,-297,2.32
26.6,65.3,-88,-3120,-15992,-67,224,-142,-7,-17,-316,2.31
26.6,65.3,-160,-3080,-15696,-102,19,517,-3,-15,-308,2.32
26.6,65.3,-216,-3208,-16040,-222,189,370,-4,-14,-307,2.32
26.6,65.2,-232,-3104,-15944,-89,-163,-12,3,-18,-304,2.32
26.6,65.2,-48,-3216,-16080,-350,285,-328,-2,-12,-305,2.31
26.6,65.2,-200,-3128,-16032,254,-129,144,3,-6,-304,2.32
26.6,65.2,-240,-3000,-15888,415,-435,202,-5,-13,-301,2.31
26.6,65.3,-352,-3104,-15880,-234,287,-56,-7,-21,-309,2.31
26.6,65.3,-328,-3208,-16024,12,-145,157,0,-12,-298,2.32
26.6,65.3,-312,-3008,-16008,198,-319,-173,-5,-23,-304,2.32
26.6,65.3,-128,-3112,-15856,-301,219,-194,3,-15,-311,2.32
26.6,65.2,-312,-3072,-15880,138,-230,262,-2,-14,-307,2.32
26.6,65.3,-80,-3072,-16000,524,100,346,2,-24,-296,2.32
26.6,65.3,-192,-3096,-16160,-246,256,-454,-5,-13,-299,2.33
26.6,65.3,-192,-3184,-15872,460,-143,57,-4,-12,-300,2.33
26.6,65.3,-176,-3248,-16136,141,-304,103,-1,-18,-304,2.32
26.6,65.3,-8,-3248,-16016,9,-16,316,3,-8,-306,2.31
26.6,65.3,-128,-3184,-16104,219,-133,226,-5,-23,-311,2.32
26.6,65.4,-208,-3080,-15928,408,-92,208,-3,-15,-304,2.32
26.6,65.4,-32,-3360,-16056,190,-48,-127,-5,-10,-294,2.32
26.6,65.4,-264,-3192,-15976,69,110,348,-1,-10,-306,2.32
26.6,65.3,-56,-3136,-16568,-344,181,-440,-4,-21,-309,2.32
26.6,65.4,8,-3008,-16336,-70,-343,30,-62,10,-280,2.32
26.6,65.4,-136,-2888,-15112,-38,332,-597,-64,-35,-285,2.32
26.6,65.4,0,-3168,-16096,-167,159,-495,-74,-30,-262,2.32
26.6,65.3,-224,-3200,-15960,10,-133,-45,-62,-37,-267,2.32
26.6,65.3,-288,-3120,-16432,-228,299,-415,-71,-47,-267,2.32
26.6,65.3,-80,-2952,-15816,-104,-58,26,-64,-45,-267,2.32
26.6,65.2,-192,-3192,-15824,-407,253,-108,-63,-48,-259,2.32
26.6,65.2,-144,-2976,-15472,136,-203,-199,-61,-43,-277,2.32
26.6,65.2,-416,-2920,-15544,297,-145,-288,-75,-51,-323,2.32
26.6,65.2,-232,-3376,-16496,150,-184,217,-12,-10,-285,2.33
26.6,65.3,-336,-3304,-16032,-134,83,145,4,-17,-305,2.32
26.6,65.3,-184,-3040,-16048,-291,-51,-581,1,-20,-304,2.32
26.6,65.3,-48,-2912,-15816,-381,138,-406,-14,-19,-293,2.32
26.6,65.3,-184,-3072,-15872,-92,-32,-42,-16,-17,-286,2.32
26.6,65.3,-40,-3096,-16112,-259,149,-239,-3,-20,-287,2.32
26.6,65.3,-104,-3216,-16016,103,-198,-102,2,-19,-298,2.31
26.6,65.4,-160,-3312,-15664,-121,-46,-113,4,-21,-291,2.32
26.6,65.4,-400,-2984,-15824,-154,467,-593,5,-6,-294,2.32
26.6,65.4,-40,-3288,-15952,39,-122,-440,-4,-24,-302,2.32
26.6,65.4,-208,-3072,-15872,158,-260,44,2,-19,-296,2.32
26.6,65.3,-128,-3248,-16008,12,51,162,-4,-19,-302,2.32
26.6,65.4,-208,-2864,-15936,-324,269,-373,-5,-13,-308,2.31
26.6,65.3,-72,-3200,-15912,112,-169,121,5,-23,-290,2.32
26.6,65.3,-152,-3192,-16008,-306,66,-403,-4,-17,-302,2.32
26.6,65.3,-168,-3048,-16024,54,-476,-76,-7,-9,-305,2.32
26.6,65.4,-320,-3032,-15864,-122,156,-304,-9,-17,-298,2.32
26.6,65.3,-208,-2936,-16016,-45,176,-102,-8,-25,-299,2.32
26.6,65.3,-120,-3064,-16040,78,-175,-93,-16,-21,-300,2.31
26.6,65.3,-104,-3120,-15904,-131,36,-141,-4,-14,-300,2.31
26.6,65.3,-48,-3232,-16416,14,-83,347,-7,-17,-302,2.32
26.6,65.3,-224,-3032,-15944,11,83,-249,-9,-24,-291,2.32
26.6,65.3,-112,-3064,-15832,108,10,-136,2,-14,-305,2.32
26.6,65.3,-144,-3104,-15976,411,-229,20,-3,-13,-306,2.31
26.6,65.3,-232,-3176,-16128,264,-246,343,-2,-19,-300,2.33
26.6,65.3,-80,-2992,-16048,149,-45,-23,1,-10,-308,2.32
26.6,65.3,-312,-2992,-16040,90,-19,268,-11,-19,-302,2.33
26.6,65.3,-328,-3264,-15920,11,290,147,0,-17,-293,2.32
26.6,65.3,-144,-3232,-15976,-201,187,-310,9,-31,-291,2.32
26.6,65.3,-240,-3040,-16032,-56,257,-262,5,-35,-297,2.32
26.6,65.3,-240,-3144,-15904,176,-162,-52,16,-36,-302,2.31
26.6,65.3,-280,-3168,-15944,-314,-72,-188,7,-29,-291,2.32
26.6,65.3,-168,-3032,-15936,156,-187,74,16,-29,-289,2.31
26.6,65.4,-248,-3040,-15760,127,34,-132,1,-40,-297,2.32
26.6,65.4,-112,-3152,-16104,-207,87,302,7,-21,-305,2.31
26.6,65.4,-240,-3304,-16472,141,-430,-95,11,-34,-300,2.32
26.6,65.4,48,-3016,-15968,-15,-25,-201,-51,-2,-277,2.32
26.6,65.5,-232,-3264,-16120,-353,104,-235,-71,-47,-278,2.32
26.6,65.5,-224,-3128,-15688,126,-40,-237,-47,-87,-279,2.31
26.6,65.6,-136,-3000,-15488,316,-206,436,-29,-79,-285,2.32
26.6,65.7,-176,-3256,-16112,-444,67,-97,-33,-80,-293,2.31
26.6,66,-64,-3240,-15952,10,-121,-343,-25,-85,-296,2.32
26.7,66.2,-136,-3120,-15944,-343,-52,-357,-29,-86,-280,2.32
26.7,66.4,-136,-3200,-16096,-139,-113,-484,-38,-96,-285,2.32
26.7,66.5,-168,-3152,-15976,-27,-157,300,-33,-80,-291,2.32
26.7,66.6,-440,-3200,-15976,-251,24,-77,-27,-91,-287,2.32
26.7,66.6,0,-3048,-15352,114,-60,-136,-33,-90,-272,2.32
26.7,66.5,-192,-3144,-16040,-73,309,-261,-92,-75,-270,2.32
26.7,66.6,0,-3176,-15928,-170,175,-219,-68,-43,-298,2.32
26.7,66.6,-136,-3400,-16896,396,-338,-120,-9,-2,-277,2.32
26.7,66.6,-288,-3280,-15952,-159,115,-145,-1,-18,-294,2.31
26.7,66.5,-328,-3024,-16016,57,-602,56,-4,-14,-300,2.32
26.7,66.4,-152,-3184,-15912,-18,-47,516,-11,-21,-293,2.31
26.7,66.2,-152,-3168,-16080,-265,18,-467,-8,-18,-290,2.32
26.7,66,-96,-2968,-15976,-36,-83,50,0,-17,-300,2.32
26.7,65.9,-176,-3072,-15768,-401,309,-305,1,-23,-301,2.21
26.7,65.9,-48,-3112,-15936,-147,145,-216,3,-10,-306,2.31
26.7,65.8,-160,-3088,-16088,-167,95,-433,-1,-8,-297,2.31
26.7,65.7,-264,-3168,-15880,444,33,-5,-3,-13,-292,2.32
26.7,65.8,-216,-3224,-15920,379,0,269,1,-23,-292,2.31
26.7,65.8,-112,-3200,-15864,125,59,-137,3,-15,-297,2.32
26.7,65.8,-456,-3120,-16120,-88,269,-265,-1,-18,-290,2.32
26.7,65.8,0,-3112,-15976,-70,376,-148,0,-17,-296,2.32
26.7,65.7,-200,-3064,-16016,2,57,-602,-1,-8,-283,2.32
26.7,65.7,-360,-2976,-16064,-16,191,352,-1,-18,-290,2.32
26.7,65.7,-152,-3288,-15960,6,-108,195,-12,-23,-278,2.32
26.7,65.7,-104,-3072,-15792,381,-228,386,-2,-21,-296,2.32
26.7,65.7,-24,-3104,-16008,28,-103,-96,-2,-24,-298,2.31
26.7,65.7,-176,-3280,-15912,-245,266,-25,-14,-26,-291,2.32
26.7,65.7,-152,-2968,-16064,16,262,-54,-12,-15,-285,2.31
26.7,65.7,-232,-3224,-15912,-207,219,-86,-15,-23,-290,2.31
26.7,65.6,48,-3136,-16104,280,-31,-336,-10,-25,-287,2.32
26.7,65.7,-136,-2848,-15928,17,9,-280,-4,-14,-298,2.32
26.7,65.6,-152,-3144,-15960,-282,89,-359,-18,-17,-291,2.31
26.7,65.6,-224,-2960,-15984,396,142,399,-2,-19,-291,2.31
26.7,65.6,-96,-3168,-16008,33,-45,78,-8,-18,-290,2.32
26.7,65.6,-232,-3168,-16008,-346,-209,137,-10,-25,-294,2.32
26.7,65.6,-176,-3104,-15832,-24,-72,-39,-1,-13,-287,2.32
26.7,65.6,-272,-3216,-15952,62,-94,409,-10,-18,-285,2.32
26.7,65.6,-48,-3392,-15928,320,-66,-150,-8,-20,-287,2.31
26.7,65.6,-288,-2936,-16144,98,-214,-267,0,-26,-284,2.32
26.7,65.5,56,-3096,-16072,220,-484,-165,-10,-25,-280,2.31
26.7,65.6,-464,-3176,-16088,24,176,-82,-4,-19,-293,2.32
26.7,65.5,-264,-3152,-16000,274,-127,190,1,-20,-290,2.32
26.7,65.5,-176,-3288,-15912,-124,146,-446,-10,-13,-297,2.32
26.7,65.5,-104,-3184,-16032,-246,257,120,-9,-17,-293,2.32
26.7,65.5,-288,-3176,-15952,-90,103,-292,-16,-17,-286,2.31
26.7,65.5,-264,-3224,-15840,-368,316,363,-4,-17,-302,2.32
26.7,65.5,-32,-3120,-15888,-153,518,117,5,-20,-304,2.33
26.7,65.5,-168,-3256,-16816,282,39,204,-16,-7,-286,2.32
26.8,65.5,-216,-3144,-15816,452,-183,-74,-73,-53,-316,2.32
26.7,65.3,56,-3032,-15712,-51,379,-18,-58,-48,-272,2.31
26.8,65.3,-152,-3168,-15904,26,379,39,-50,-52,-280,2.32
26.7,65.2,-128,-3192,-15936,337,-157,531,-54,-48,-272,2.32
26.7,65.2,48,-3136,-16168,-228,166,-187,-68,-68,-263,2.32
26.7,65.1,-184,-3264,-16128,-206,110,-198,-56,-53,-257,2.33
26.7,65.1,-80,-3144,-15888,537,-57,-101,-63,-56,-265,2.32
26.7,65.1,-56,-3304,-15904,-4,-78,7,-51,-65,-263,2.32
26.7,65,-240,-2688,-15896,-52,145,-482,-51,-60,-270,2.32
26.7,64.9,-208,-2840,-15280,-152,648,-344,-50,-57,-278,2.32
26.8,64.8,-224,-3168,-15888,-52,-58,-353,-63,-56,-298,2.32
26.7,64.7,-272,-3136,-15696,-293,-82,-249,2,-7,-284,2.32
26.8,64.7,-200,-3144,-16144,277,-296,159,-34,-106,-354,2.32
26.7,64.8,-312,-3184,-16256,-28,-116,-282,-70,-156,-342,2.32
26.7,64.8,-200,-3088,-15912,36,184,-333,-67,-149,-336,2.32
26.8,64.8,-112,-3208,-15848,658,-157,858,-75,-148,-333,2.32
26.7,64.8,-272,-3000,-16008,-44,-115,-194,-81,-159,-327,2.32
26.7,64.8,-192,-3104,-15816,-190,-17,-302,-71,-147,-329,2.31
26.7,64.9,-160,-3064,-16072,-59,-529,-66,-74,-157,-338,2.32
26.7,64.9,8,-3280,-15776,440,-419,-47,-60,-154,-336,2.32
26.7,65,-200,-3168,-16024,245,224,-30,-61,-160,-346,2.32
26.8,64.9,-152,-3120,-15904,45,40,-141,-74,-152,-341,2.32
26.7,64.9,-320,-3352,-16912,113,145,-125,-61,-148,-339,2.32
26.8,64.9,64,-3072,-15744,-72,78,-229,1,-10,-308,2.32
26.7,65,-216,-3232,-15832,95,253,-164,-3,-8,-299,2.32
26.8,65,72,-3232,-16024,141,-159,-53,-5,-10,-299,2.31
26.8,65,-64,-3216,-15840,-205,293,3,-8,-23,-301,2.31
26.8,65,8,-3136,-15920,153,-250,822,-12,-8,-299,2.32
26.8,65,-80,-3128,-16080,-512,257,-545,-5,-20,-301,2.32
26.8,65,-280,-3248,-15800,-292,591,-660,-4,-12,-305,2.31
26.8,64.9,-256,-3328,-16824,114,-81,-348,-16,-12,-293,2.32
26.8,64.9,-336,-3240,-16016,-533,67,-61,-82,-41,-302,2.32
26.8,64.9,-128,-3120,-15800,-112,24,-217,-81,-79,-276,2.32
26.8,64.9,-120,-2848,-15360,-128,84,-195,-31,-79,-262,2.31
26.8,64.9,-104,-3064,-15976,-170,218,-584,-24,-93,-287,2.32
26.8,64.9,-192,-3024,-15888,-330,215,-345,-29,-91,-292,2.31
26.8,64.9,-192,-3240,-15888,-285,42,-449,-29,-81,-285,2.33
26.8,65,-88,-3088,-16032,305,-70,-56,-36,-96,-287,2.32
26.8,65.1,-56,-3240,-15992,-188,-352,-272,-30,-87,-289,2.32
26.8,65.2,-240,-3192,-15704,-154,125,77,-27,-91,-280,2.32
26.8,65.3,-136,-3208,-15904,-558,-61,-350,-29,-86,-287,2.33
26.8,65.3,-376,-3256,-15856,238,-157,140,-33,-80,-296,2.31
26.8,65.4,-400,-3152,-15872,330,93,-159,-35,-92,-298,2.31
26.8,65.4,-152,-2968,-15936,254,-256,216,-23,-92,-291,2.31
26.8,65.3,-96,-3328,-15848,-351,179,-392,-24,-84,-285,2.32
26.9,65.3,-48,-3216,-15952,408,-112,183,-29,-84,-285,2.31
26.8,65.2,-272,-3080,-16008,-5,-120,-214,-29,-81,-287,2.32
26.8,65.2,-120,-2872,-15832,-13,117,-305,-33,-80,-289,2.32
26.8,65.3,-112,-2896,-15888,185,6,278,-31,-81,-280,2.32
26.8,65.4,-160,-3280,-15944,-394,-16,-96,-35,-87,-289,2.32
26.9,65.4,-112,-3080,-16040,149,-23,-215,-31,-79,-278,2.32
26.9,65.4,-88,-3136,-16000,-30,-256,-168,-22,-88,-285,2.32
26.9,65.4,-152,-3288,-15976,-218,155,-363,-33,-90,-286,2.32
26.8,65.5,-352,-3264,-15904,202,-73,157,-30,-90,-284,2.32
26.8,65.5,-120,-3128,-15832,-285,121,-617,-33,-85,-291,2.31
26.8,65.5,-368,-3040,-15928,-104,116,-479,-30,-90,-296,2.32
26.8,65.5,-32,-2984,-15888,417,7,236,-40,-85,-291,2.32
26.8,65.4,8,-3048,-15864,-198,265,-120,-38,-86,-283,2.32
26.8,65.4,-280,-3112,-15848,-334,373,-392,-35,-92,-298,2.32
26.8,65.5,-168,-3032,-15824,-86,8,258,-35,-87,-289,2.32
26.8,65.5,-128,-3104,-16080,-274,-142,-618,-37,-75,-286,2.32
26.8,65.5,-16,-3096,-15832,140,32,64,-34,-88,-297,2.32
26.8,65.6,-288,-3112,-15928,-230,137,-266,-35,-85,-293,2.32
26.8,65.6,-152,-3192,-15848,-202,7,-169,-41,-79,-285,2.32
26.8,65.7,-384,-3144,-15904,-47,-141,-77,-33,-85,-289,2.32
26.8,65.7,-160,-3056,-16080,429,-247,472,-34,-81,-290,2.32
26.8,65.7,-232,-3120,-15952,177,-325,-28,-31,-88,-287,2.31
26.8,65.7,40,-3248,-15848,334,-174,-11,-25,-87,-291,2.32
26.8,65.7,-280,-2976,-16048,-418,124,-322,-31,-98,-290,2.31
26.8,65.8,-320,-3200,-15808,397,-255,220,-25,-95,-284,2.32
26.8,65.8,-328,-3136,-16088,-260,241,-147,-38,-79,-285,2.32
26.8,65.8,-336,-3032,-15976,27,228,-114,-38,-91,-285,2.32
26.8,65.7,-312,-3016,-15248,190,-161,482,-28,-85,-284,2.32
26.8,65.8,-88,-3000,-15912,100,58,129,-58,-82,-275,2.31
26.8,65.8,-248,-3312,-16712,248,-4,-11,-73,-43,-272,2.33
